s_m,x_m,y_m
6.165119998,7.418759673,0.188614607
6.187059927,7.441203757,0.186770063
6.208999855,7.463641679,0.184916945
6.230939784,7.486073634,0.183057820
6.252879713,7.508499799,0.181194840
6.274819642,7.530920338,0.179329891
6.296759571,7.553335420,0.177464853
6.318699499,7.575741201,0.175601923
6.340639428,7.598113814,0.173745343
6.362579357,7.620449544,0.171898263
6.384519286,7.642748647,0.170062899
6.406459215,7.665011362,0.168241341
6.428399144,7.687237920,0.166435675
6.450339072,7.709428544,0.164647977
6.472279001,7.731583446,0.162880292
6.494218930,7.753702787,0.161134143
6.516158859,7.775786685,0.159410602
6.538098788,7.797835243,0.157710722
6.560038716,7.819848555,0.156035548
6.581978645,7.841826703,0.154386121
6.603918574,7.863758066,0.152764428
6.625858503,7.885631013,0.151172582
6.647798432,7.907445598,0.149611790
6.669738361,7.929201854,0.148083243
6.691678289,7.950899803,0.146588114
6.713618218,7.972539451,0.145127560
6.735558147,7.994120790,0.143702711
6.757498076,8.015643799,0.142314668
6.779438005,8.037108449,0.140964516
6.801377933,8.058514698,0.139653320
6.823317862,8.079862496,0.138382129
6.845257791,8.101151796,0.137152056
6.867197720,8.122382543,0.135964673
6.889137649,8.143554503,0.134821715
6.911077578,8.164667518,0.133724896
6.933017506,8.185721447,0.132675908
6.954957435,8.206716140,0.131676434
6.976897364,8.227651473,0.130728623
6.998837293,8.248527358,0.129835355
7.020777222,8.269343696,0.128999555
7.042717150,8.290100372,0.128224132
7.064657079,8.310797254,0.127511973
7.086597008,8.331434199,0.126866064
7.108536937,8.352011095,0.126290293
7.130476866,8.372527823,0.125788968
7.152416794,8.392997112,0.125365604
7.174356723,8.413431565,0.125023216
7.196296652,8.433830818,0.124765347
7.218236581,8.454194489,0.124595862
7.240176510,8.474522182,0.124519310
7.262116439,8.494813458,0.124540321
7.284056367,8.515067824,0.124663517
7.305996296,8.535284737,0.124893510
7.327936225,8.555463599,0.125234919
7.349876154,8.575603760,0.125692512
7.371816083,8.595704511,0.126271149
7.393756011,8.615765079,0.126975682
7.415695940,8.635784000,0.127810966
7.437635869,8.655756521,0.128781956
7.459575798,8.675680835,0.129893433
7.481515727,8.695555674,0.131149645
7.503455656,8.715379703,0.132554735
7.525395584,8.735151518,0.134112828
