s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,speed_limit_mps,speed_zone,w_tr_right_m,w_tr_left_m
32.923085521,4.783488467,6.024096002,1.381747854,-0.119736107,3.000000000,0.000000000,3.000000000,standard,0.847346160,0.493946586
33.061895653,4.810584199,6.160235908,1.367819599,-0.080945856,3.000000000,0.000000000,3.000000000,standard,0.819859957,0.518645389
33.200600224,4.839182373,6.295960269,1.359353741,-0.041124241,3.000000000,0.000000000,3.000000000,standard,0.788511273,0.543952713
33.339169213,4.868521359,6.431387699,1.356501541,-0.000042079,3.000000000,0.000000000,3.000000000,standard,0.754902261,0.568717909
33.477574774,4.897824084,6.566655764,1.359396328,0.041872422,3.000000000,0.000000000,3.000000000,standard,0.721301470,0.592052877
33.615830746,4.926333797,6.701940317,1.367602550,0.076838033,3.000000000,0.000000000,3.000000000,standard,0.690179858,0.613366664
33.753932322,4.953375201,6.837368555,1.380633999,0.111885623,3.000000000,0.000000000,3.000000000,standard,0.663645395,0.632303089
33.891863299,4.978319782,6.973025190,1.397858228,0.137868717,3.000000000,0.000000000,3.000000000,standard,0.643019323,0.648621373
34.029599626,5.000650798,7.108939212,1.418635361,0.163830309,3.000000000,0.000000000,3.000000000,standard,0.628738136,0.662100395
34.167116283,5.019889502,7.245103462,1.442769971,0.187185245,3.000000000,0.000000000,3.000000000,standard,0.620596464,0.672534949
34.304422011,5.035602429,7.381507153,1.469932315,0.208470832,3.000000000,0.000000000,3.000000000,standard,0.618160231,0.679823586
34.441576586,5.047352138,7.518157516,1.500910653,0.243280572,3.000000000,0.000000000,3.000000000,standard,0.621117089,0.684074713
34.578701502,5.054694676,7.655085708,1.533172771,0.227299960,3.000000000,0.000000000,3.000000000,standard,0.629364695,0.685696798
34.715946278,5.057798582,7.792295381,1.562592576,0.201434044,3.000000000,0.000000000,3.000000000,standard,0.642363579,0.685926933
34.853396228,5.057085946,7.929743483,1.588914622,0.181580112,3.000000000,0.000000000,3.000000000,standard,0.659307171,0.686406525
34.991041288,5.052883508,8.067324377,1.613670359,0.178132027,3.000000000,-1.167222240,3.000000000,standard,0.679556886,0.688532652
35.128771306,5.045298477,8.204845375,1.638080286,0.176335748,2.945925478,-2.200000000,3.000000000,standard,0.702725733,0.693252884
35.266365760,5.034330255,8.342001972,1.663493750,0.193069816,2.841313309,-2.200000000,3.000000000,standard,0.728709128,0.700931588
35.403501580,5.019772056,8.478362860,1.691241684,0.211617025,2.733068553,-2.200000000,3.000000000,standard,0.757559849,0.711306779
35.539714308,5.001312087,8.613318915,1.723318289,0.259378079,2.621130998,-2.200000000,3.000000000,standard,0.789203678,0.723552614
35.674414268,4.978376248,8.746051830,1.761606168,0.309130619,2.505523475,-2.200000000,3.000000000,standard,0.823113732,0.736438780
35.806820483,4.950319512,8.875451310,1.809267260,0.410838486,2.386432597,-2.200000000,3.000000000,standard,0.858105222,0.748545150
35.935981693,4.916227391,9.000031988,1.868673619,0.509134361,2.264233030,-2.200000000,3.000000000,standard,0.892350837,0.758474057
36.061169252,4.875322041,9.118347994,1.941780058,0.658985178,2.139141406,-2.200000000,3.000000000,standard,0.923602349,0.765023355
36.181382533,4.827049952,9.228443581,2.028881284,0.790711605,2.011712584,-1.470653819,3.000000000,standard,0.949522432,0.767330284
36.297555146,4.770829266,9.330106310,2.124172106,0.850279474,1.924912498,-2.200000000,3.000000000,standard,0.968032334,0.765021975
36.410472228,4.706688281,9.423037475,2.228430160,0.997365407,1.791215500,0.885204425,3.000000000,standard,0.977974978,0.758038664
36.522212925,4.633661833,9.507613602,2.336571947,0.939441354,1.845610925,0.288660440,3.000000000,standard,0.979539668,0.746597546
36.634897059,4.551400042,9.584624717,2.441394821,0.921835657,1.863151789,1.623318426,3.000000000,standard,0.973822556,0.731739812
36.749130161,4.460409946,9.653689932,2.541568304,0.832854445,1.960155092,1.625100758,3.000000000,standard,0.962664869,0.715122319
