index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
154,3.687505890,11.855059397,-0.918860365,0.600000000,0.600000000,11.553589953,-1.437624448,12.156528842,-0.400096282
155,3.711450733,11.834255117,-0.907005516,0.600000000,0.600000000,11.541638151,-1.430813984,12.126872083,-0.383197048
156,3.735395577,11.813252532,-0.895505649,0.600000000,0.600000000,11.529572425,-1.424207452,12.096932639,-0.366803846
157,3.759340420,11.792057698,-0.884364080,0.600000000,0.600000000,11.517396255,-1.417806759,12.066719142,-0.350921401
158,3.783285263,11.770676729,-0.873584022,0.600000000,0.600000000,11.505113152,-1.411613748,12.036240305,-0.335554295
159,3.807230107,11.749115788,-0.863168583,0.600000000,0.600000000,11.492726658,-1.405630208,12.005504918,-0.320706959
160,3.831174950,11.727381094,-0.853120767,0.600000000,0.600000000,11.480240345,-1.399857862,11.974521843,-0.306383673
161,3.855119794,11.705478914,-0.843443472,0.600000000,0.600000000,11.467657813,-1.394298375,11.943300015,-0.292588569
162,3.879064637,11.683415564,-0.834139488,0.600000000,0.600000000,11.454982691,-1.388953351,11.911848437,-0.279325625
163,3.903009481,11.661197406,-0.825211498,0.600000000,0.600000000,11.442218634,-1.383824331,11.880176179,-0.266598665
164,3.926954324,11.638830848,-0.816662077,0.600000000,0.600000000,11.429369323,-1.378912794,11.848292374,-0.254411359
165,3.950899167,11.616322339,-0.808493689,0.600000000,0.600000000,11.416438462,-1.374220157,11.816206216,-0.242767222
166,3.974844011,11.593678370,-0.800708692,0.600000000,0.600000000,11.403429782,-1.369747772,11.783926959,-0.231669611
167,3.998788854,11.570905471,-0.793309328,0.600000000,0.600000000,11.390347033,-1.365496929,11.751463909,-0.221121727
168,4.022733698,11.548010208,-0.786297733,0.600000000,0.600000000,11.377193987,-1.361468854,11.718826429,-0.211126611
169,4.046678541,11.524999184,-0.779675927,0.600000000,0.600000000,11.363974438,-1.357664708,11.686023930,-0.201687146
170,4.070623385,11.501879035,-0.773445821,0.600000000,0.600000000,11.350692198,-1.354085590,11.653065872,-0.192806053
171,4.094568228,11.478656427,-0.767609212,0.600000000,0.600000000,11.337351097,-1.350732529,11.619961757,-0.184485894
172,4.118513072,11.455338057,-0.762167781,0.600000000,0.600000000,11.323954981,-1.347606495,11.586721133,-0.176729068
173,4.142457915,11.431930650,-0.757123099,0.600000000,0.600000000,11.310507715,-1.344708387,11.553353585,-0.169537811
174,4.166402758,11.408440955,-0.752476620,0.600000000,0.600000000,11.297013176,-1.342039042,11.519868735,-0.162914198
175,4.190347602,11.384875747,-0.748229684,0.600000000,0.600000000,11.283475255,-1.339599230,11.486276239,-0.156860138
176,4.214292445,11.361241820,-0.744383515,0.600000000,0.600000000,11.269897855,-1.337389654,11.452585784,-0.151377377
177,4.238237289,11.337545989,-0.740939224,0.600000000,0.600000000,11.256284894,-1.335410951,11.418807085,-0.146467497
178,4.262182132,11.313795088,-0.737897802,0.600000000,0.600000000,11.242640295,-1.333663692,11.384949882,-0.142131912
179,4.286126976,11.289995967,-0.735260127,0.600000000,0.600000000,11.228967993,-1.332148380,11.351023940,-0.138371874
180,4.310071819,11.266155487,-0.733026960,0.600000000,0.600000000,11.215271932,-1.330865453,11.317039041,-0.135188467
181,4.334016662,11.242280523,-0.731198944,0.600000000,0.600000000,11.201556060,-1.329815281,11.283004986,-0.132582608
182,4.357961506,11.218377961,-0.729776607,0.600000000,0.600000000,11.187824334,-1.328998166,11.248931588,-0.130555049
183,4.381906349,11.194454692,-0.728760359,0.600000000,0.600000000,11.174080711,-1.328414344,11.214828673,-0.129106375
184,4.405851193,11.170517617,-0.728150493,0.600000000,0.600000000,11.160329157,-1.328063983,11.180706076,-0.128237004
185,4.429796036,11.146573636,-0.727947185,0.600000000,0.600000000,11.144013317,-1.327941722,11.149133956,-0.127952648
186,4.453496036,11.122873636,-0.727947185,0.600000000,0.600000000,11.122873636,-1.327947185,11.122873636,-0.127947185
187,4.477196036,11.099173636,-0.727947185,0.600000000,0.600000000,11.099173636,-1.327947185,11.099173636,-0.127947185
188,4.500896036,11.075473636,-0.727947185,0.600000000,0.600000000,11.075473636,-1.327947185,11.075473636,-0.127947185
189,4.524596036,11.051773636,-0.727947185,0.600000000,0.600000000,11.051773636,-1.327947185,11.051773636,-0.127947185
190,4.548296036,11.028073636,-0.727947185,0.600000000,0.600000000,11.028073636,-1.327947185,11.028073636,-0.127947185
191,4.571996036,11.004373636,-0.727947185,0.600000000,0.600000000,11.004373636,-1.327947185,11.004373636,-0.127947185
192,4.595696036,10.980673636,-0.727947185,0.600000000,0.600000000,10.980673636,-1.327947185,10.980673636,-0.127947185
193,4.619396036,10.956973636,-0.727947185,0.600000000,0.600000000,10.956973636,-1.327947185,10.956973636,-0.127947185
194,4.643096036,10.933273636,-0.727947185,0.600000000,0.600000000,10.933273636,-1.327947185,10.933273636,-0.127947185
195,4.666796036,10.909573636,-0.727947185,0.600000000,0.600000000,10.909573636,-1.327947185,10.909573636,-0.127947185
196,4.690496036,10.885873636,-0.727947185,0.600000000,0.600000000,10.885873636,-1.327947185,10.885873636,-0.127947185
197,4.714196036,10.862173636,-0.727947185,0.600000000,0.600000000,10.862173636,-1.327947185,10.862173636,-0.127947185
198,4.737896036,10.838473636,-0.727947185,0.600000000,0.600000000,10.838473636,-1.327947185,10.838473636,-0.127947185
199,4.761596036,10.814773636,-0.727947185,0.600000000,0.600000000,10.814773636,-1.327947185,10.814773636,-0.127947185
200,4.785296036,10.791073636,-0.727947185,0.600000000,0.600000000,10.791073636,-1.327947185,10.791073636,-0.127947185
201,4.808996036,10.767373636,-0.727947185,0.600000000,0.600000000,10.767373636,-1.327947185,10.767373636,-0.127947185
202,4.832696036,10.743673636,-0.727947185,0.600000000,0.600000000,10.743673636,-1.327947185,10.743673636,-0.127947185
203,4.856396036,10.719973636,-0.727947185,0.600000000,0.600000000,10.719973636,-1.327947185,10.719973636,-0.127947185
204,4.880096036,10.696273636,-0.727947185,0.600000000,0.600000000,10.696273636,-1.327947185,10.696273636,-0.127947185
205,4.903796036,10.672573636,-0.727947185,0.600000000,0.600000000,10.672573636,-1.327947185,10.672573636,-0.127947185
