index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
187,5.532023231,10.062880067,-0.699895303,0.600000000,0.600000000,10.062880067,-1.299895303,10.062880067,-0.099895303
188,5.561703611,10.033199687,-0.699895303,0.600000000,0.600000000,10.033199687,-1.299895303,10.033199687,-0.099895303
189,5.591383991,10.003519307,-0.699895303,0.600000000,0.600000000,10.003519307,-1.299895303,10.003519307,-0.099895303
190,5.621064371,9.973838927,-0.699895303,0.600000000,0.600000000,9.973838927,-1.299895303,9.973838927,-0.099895303
191,5.650744751,9.944158547,-0.699895303,0.600000000,0.600000000,9.944158547,-1.299895303,9.944158547,-0.099895303
192,5.680425131,9.914478168,-0.699895303,0.600000000,0.600000000,9.914478168,-1.299895303,9.914478168,-0.099895303
193,5.710105511,9.884797788,-0.699895303,0.600000000,0.600000000,9.884797788,-1.299895303,9.884797788,-0.099895303
194,5.739785891,9.855117408,-0.699895303,0.600000000,0.600000000,9.855117408,-1.299895303,9.855117408,-0.099895303
195,5.769466271,9.825437028,-0.699895303,0.600000000,0.600000000,9.825437028,-1.299895303,9.825437028,-0.099895303
196,5.799146651,9.795756648,-0.699895303,0.600000000,0.600000000,9.795756648,-1.299895303,9.795756648,-0.099895303
197,5.828827031,9.766076268,-0.699895303,0.600000000,0.600000000,9.766076268,-1.299895303,9.766076268,-0.099895303
198,5.858507411,9.736395888,-0.699895303,0.600000000,0.600000000,9.736395888,-1.299895303,9.736395888,-0.099895303
199,5.888187791,9.706715508,-0.699895303,0.600000000,0.600000000,9.706715508,-1.299895303,9.706715508,-0.099895303
200,5.917868171,9.677035128,-0.699895303,0.600000000,0.600000000,9.677035128,-1.299895303,9.677035128,-0.099895303
201,5.947548551,9.647354748,-0.699895303,0.600000000,0.600000000,9.647354748,-1.299895303,9.647354748,-0.099895303
202,5.977228931,9.617674368,-0.699895303,0.600000000,0.600000000,9.617674368,-1.299895303,9.617674368,-0.099895303
203,6.006909311,9.587993988,-0.699895303,0.600000000,0.600000000,9.587993988,-1.299895303,9.587993988,-0.099895303
204,6.036589691,9.558313608,-0.699895303,0.600000000,0.600000000,9.558313608,-1.299895303,9.558313608,-0.099895303
205,6.066270071,9.528633228,-0.699895303,0.600000000,0.600000000,9.528633228,-1.299895303,9.528633228,-0.099895303
206,6.095950451,9.498952848,-0.699895303,0.600000000,0.600000000,9.498952848,-1.299895303,9.498952848,-0.099895303
207,6.125630831,9.469272468,-0.699895303,0.600000000,0.600000000,9.469272468,-1.299895303,9.469272468,-0.099895303
208,6.155311211,9.439592088,-0.699895303,0.600000000,0.600000000,9.439592088,-1.299895303,9.439592088,-0.099895303
209,6.184991591,9.409911708,-0.699895303,0.600000000,0.600000000,9.409911708,-1.299895303,9.409911708,-0.099895303
210,6.214671971,9.380231328,-0.699895303,0.600000000,0.600000000,9.380231328,-1.299895303,9.380231328,-0.099895303
211,6.244352351,9.350550948,-0.699895303,0.600000000,0.600000000,9.350550948,-1.299895303,9.350550948,-0.099895303
212,6.274032731,9.320870568,-0.699895303,0.600000000,0.600000000,9.320870568,-1.299895303,9.320870568,-0.099895303
213,6.303713111,9.291190188,-0.699895303,0.600000000,0.600000000,9.291190188,-1.299895303,9.291190188,-0.099895303
214,6.333393491,9.261509808,-0.699895303,0.600000000,0.600000000,9.261509808,-1.299895303,9.261509808,-0.099895303
215,6.363073871,9.231829428,-0.699895303,0.600000000,0.600000000,9.231829428,-1.299895303,9.231829428,-0.099895303
216,6.392754250,9.202149048,-0.699895303,0.600000000,0.600000000,9.202149048,-1.299895303,9.202149048,-0.099895303
217,6.422434630,9.172468668,-0.699895303,0.600000000,0.600000000,9.172468668,-1.299895303,9.172468668,-0.099895303
218,6.452115010,9.142788288,-0.699895303,0.600000000,0.600000000,9.142788288,-1.299895303,9.142788288,-0.099895303
219,6.481795390,9.113107908,-0.699895303,0.600000000,0.600000000,9.113107908,-1.299895303,9.113107908,-0.099895303
220,6.511475770,9.083427528,-0.699895303,0.600000000,0.600000000,9.083427528,-1.299895303,9.083427528,-0.099895303
221,6.541156150,9.053747149,-0.699895303,0.600000000,0.600000000,9.053747149,-1.299895303,9.053747149,-0.099895303
222,6.570836530,9.024066769,-0.699895303,0.600000000,0.600000000,9.024066769,-1.299895303,9.024066769,-0.099895303
223,6.600516910,8.994386389,-0.699895303,0.600000000,0.600000000,8.994386389,-1.299895303,8.994386389,-0.099895303
224,6.630197290,8.964706009,-0.699895303,0.600000000,0.600000000,8.964706009,-1.299895303,8.964706009,-0.099895303
225,6.659877670,8.935025629,-0.699895303,0.600000000,0.600000000,8.935025629,-1.299895303,8.935025629,-0.099895303
226,6.689558050,8.905345249,-0.699895303,0.600000000,0.600000000,8.905345249,-1.299895303,8.905345249,-0.099895303
227,6.719238430,8.875664869,-0.699895303,0.600000000,0.600000000,8.875664869,-1.299895303,8.875664869,-0.099895303
228,6.748918810,8.845984489,-0.699895303,0.600000000,0.600000000,8.845984489,-1.299895303,8.845984489,-0.099895303
229,6.778599190,8.816304109,-0.699895303,0.600000000,0.600000000,8.816304109,-1.299895303,8.816304109,-0.099895303
230,6.808279570,8.786623729,-0.699895303,0.600000000,0.600000000,8.786623729,-1.299895303,8.786623729,-0.099895303
