side,index,s_m,x_m,y_m,width_from_center_m
left,95,2.270797542,11.916474495,-2.095705621,0.600000000
left,96,2.294700674,11.915658743,-2.082071069,0.600000000
left,97,2.318603806,11.914610326,-2.068452433,0.600000000
left,98,2.342506938,11.913329550,-2.054853681,0.600000000
left,99,2.366410070,11.911816789,-2.041278778,0.600000000
left,100,2.390313202,11.910072484,-2.027731681,0.600000000
left,101,2.414216334,11.908097143,-2.014216339,0.600000000
left,102,2.438119466,11.905891341,-2.000736692,0.600000000
left,103,2.462022598,11.903455723,-1.987296670,0.600000000
left,104,2.485925730,11.900790997,-1.973900190,0.600000000
left,105,2.509828862,11.897897942,-1.960551157,0.600000000
left,106,2.533731994,11.894777399,-1.947253464,0.600000000
left,107,2.557635126,11.891430279,-1.934010986,0.600000000
left,108,2.581538258,11.887857557,-1.920827583,0.600000000
left,109,2.605441390,11.884060275,-1.907707099,0.600000000
left,110,2.629344522,11.880039541,-1.894653359,0.600000000
left,111,2.653247654,11.875796525,-1.881670168,0.600000000
left,112,2.677150786,11.871332465,-1.868761310,0.600000000
left,113,2.701053918,11.866648662,-1.855930549,0.600000000
left,114,2.724957050,11.861746482,-1.843181625,0.600000000
left,115,2.748860182,11.856627353,-1.830518254,0.600000000
left,116,2.772763314,11.851292768,-1.817944128,0.600000000
left,117,2.796666446,11.845744283,-1.805462912,0.600000000
left,118,2.820569579,11.839983513,-1.793078246,0.600000000
left,119,2.844472711,11.834012139,-1.780793738,0.600000000
left,120,2.868375843,11.827831902,-1.768612970,0.600000000
left,121,2.892278975,11.821444603,-1.756539493,0.600000000
left,122,2.916182107,11.814852103,-1.744576826,0.600000000
left,123,2.940085239,11.808056326,-1.732728457,0.600000000
left,124,2.963988371,11.801059251,-1.720997840,0.600000000
left,125,2.987891503,11.793862919,-1.709388394,0.600000000
left,126,3.011794635,11.786469427,-1.697903503,0.600000000
left,127,3.035697767,11.778880930,-1.686546516,0.600000000
left,128,3.059600899,11.771099642,-1.675320742,0.600000000
left,129,3.083504031,11.763127829,-1.664229455,0.600000000
left,130,3.107407163,11.754967816,-1.653275888,0.600000000
left,131,3.131310295,11.746621982,-1.642463234,0.600000000
left,132,3.155213427,11.738092760,-1.631794645,0.600000000
left,133,3.179116559,11.729382635,-1.621273230,0.600000000
left,134,3.203019691,11.720494148,-1.610902057,0.600000000
