s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,speed_limit_mps,speed_zone,w_tr_right_m,w_tr_left_m
0.000000000,0.106211745,0.171355458,0.024766031,0.011406290,4.000000000,0.000000000,4.000000000,straight_acceleration,0.690098605,0.653619499
0.070198658,0.176388464,0.173115510,0.025292665,0.003597747,4.000000000,0.000000000,4.000000000,straight_acceleration,0.683365790,0.660639365
0.140397316,0.246564613,0.174893283,0.025271145,-0.004210878,4.000000000,0.000000000,4.000000000,straight_acceleration,0.676345924,0.667659230
0.210595974,0.316741214,0.176650309,0.024701469,-0.012019525,4.000000000,0.000000000,4.000000000,straight_acceleration,0.669326058,0.672512210
0.280794631,0.386919288,0.178348128,0.023585433,-0.019279943,4.000000000,0.000000000,4.000000000,straight_acceleration,0.662306192,0.665492345
0.350993289,0.457099632,0.179954566,0.022164277,-0.021209564,4.000000000,0.000000000,4.000000000,straight_acceleration,0.655286326,0.658472479
0.421191947,0.527282349,0.181456513,0.020607659,-0.023139320,4.000000000,0.000000000,4.000000000,straight_acceleration,0.648266461,0.651452613
0.491390605,0.597467413,0.182844456,0.018915570,-0.025069184,4.000000000,0.000000000,4.000000000,straight_acceleration,0.641246595,0.644432747
0.561589263,0.667654798,0.184108899,0.017091470,-0.026469893,4.000000000,0.000000000,4.000000000,straight_acceleration,0.634226729,0.637412882
0.631787921,0.737844403,0.185244175,0.015265153,-0.025562844,4.000000000,0.000000000,4.000000000,straight_acceleration,0.627206863,0.630393016
0.701986578,0.808035947,0.186253495,0.013502506,-0.024655893,4.000000000,0.000000000,4.000000000,straight_acceleration,0.620186998,0.623373150
0.772185236,0.878229126,0.187141325,0.011803521,-0.023749063,4.000000000,0.000000000,4.000000000,straight_acceleration,0.613167132,0.616353284
0.842383894,0.948423636,0.187912178,0.010175453,-0.022103574,4.000000000,0.000000000,4.000000000,straight_acceleration,0.606147266,0.609333418
0.912582552,1.018619198,0.188574922,0.008748245,-0.018558369,4.000000000,0.000000000,4.000000000,straight_acceleration,0.602815340,0.602313553
0.982781210,1.088815579,0.189146216,0.007569906,-0.015013150,4.000000000,0.000000000,4.000000000,straight_acceleration,0.602658759,0.595293687
