s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,speed_limit_mps,speed_zone,w_tr_right_m,w_tr_left_m
28.445653301,5.554283273,4.735833369,-1.628763988,-0.232148236,2.739564603,-3.000000000,3.000000000,standard,0.965197142,0.622313831
28.515716486,5.549632663,4.665910166,-1.645963706,-0.258699824,2.661735356,-3.000000000,3.000000000,standard,0.972203461,0.615307512
28.585779672,5.543700613,4.596067777,-1.665820172,-0.317171072,2.581560766,-3.000000000,3.000000000,standard,0.965642605,0.608301194
28.655842857,5.536215817,4.526370579,-1.690573765,-0.389137880,2.498815095,-3.000000000,2.845139223,standard,0.958636287,0.601294875
28.725906043,5.526833348,4.456907688,-1.720380110,-0.461282468,2.413233881,-3.000000000,2.613194903,standard,0.951629968,0.594288556
28.795969228,5.515207407,4.387768513,-1.755237414,-0.532833845,2.324503959,-3.000000000,2.431416590,standard,0.944623650,0.587282238
28.866032413,5.500992630,4.319045516,-1.795120207,-0.604439401,2.232249884,-3.000000000,2.282857977,standard,0.937617331,0.594288556
28.936095599,5.483857367,4.250926362,-1.840236509,-0.680718101,2.136015081,-3.000000000,2.151154619,standard,0.930611013,0.601294875
29.006158784,5.463486037,4.183710279,-1.890836125,-0.760468883,2.035234954,-2.864429249,2.035234954,standard,0.924583357,0.608301194
29.076221970,5.439563974,4.117702852,-1.947095271,-0.842066039,1.934114588,-2.334020701,1.934114588,standard,0.921135662,0.615307512
29.146285155,5.411776511,4.053209662,-2.009087992,-0.922741251,1.847631292,-0.677298176,1.847631292,standard,0.919809970,0.622313831
29.216348341,5.379849325,3.990545745,-2.075178938,-0.949128503,1.821766740,-0.593385475,1.821766740,standard,0.920151804,0.629320149
29.286411526,5.343767350,3.930086874,-2.142829590,-0.973518714,1.798801018,-0.730835551,1.798801018,standard,0.921729050,0.633850231
29.356474712,5.303618076,3.872232851,-2.212479290,-1.005337619,1.770106146,-0.814596324,1.770106146,standard,0.924118440,0.626843913
29.426537897,5.259489245,3.817383537,-2.284574051,-1.043347152,1.737564198,-0.842659671,1.737564198,standard,0.926896725,0.619837594
29.496601083,5.211468602,3.765938792,-2.359490716,-1.085813570,1.703247046,0.610968478,1.703247046,standard,0.929640658,0.612831276
29.566664268,5.159690622,3.718258330,-2.434865383,-1.054688691,1.728196544,0.558746843,1.728196544,standard,0.931934780,0.605824957
29.636727454,5.104488183,3.674531421,-2.508169299,-1.027746392,1.750702277,0.433930763,1.750702277,standard,0.933396682,0.598818639
29.706790639,5.046246804,3.634902111,-2.579836770,-1.007753752,1.767982920,0.273778031,1.767982920,standard,0.933652728,0.591812320
29.776853825,4.985352005,3.599514447,-2.650350297,-0.995535221,1.778799350,0.211107361,1.778799350,standard,0.932329282,0.584806002
29.846917010,4.922189297,3.568512435,-2.720208030,-0.986314082,1.787095083,1.540358119,1.787095083,standard,0.929052871,0.577799683
29.916980196,4.857129390,3.541962933,-2.787344106,-0.923874601,1.846497666,1.768466702,1.846497666,standard,0.923769535,0.570793364
29.987043381,4.790497311,3.519694767,-2.850054278,-0.861276410,1.912423188,1.961053839,1.912423188,standard,0.917411138,0.563787046
30.057106566,4.722609309,3.501491000,-2.908463002,-0.801086873,1.982966920,2.110132357,1.982966920,standard,0.911099079,0.556780727
30.127169752,4.653781631,3.487134692,-2.962795496,-0.745060780,2.056171928,1.443802399,2.056171928,standard,0.905954754,0.549774409
30.197232937,4.584328712,3.476410853,-3.013577629,-0.711035622,2.104794001,0.288818837,2.104794001,standard,0.903078683,0.542768090
30.267296123,4.514491725,3.469183114,-3.063277758,-0.704598850,2.114386181,0.282901802,2.114386181,standard,0.902727374,0.535761772
30.337359308,4.444415015,3.465419028,-3.112510622,-0.698405939,2.123739844,0.268540596,2.123739844,standard,0.904041818,0.528755453
30.407422494,4.374236284,3.465093275,3.121861706,-0.692627284,2.132580724,0.246843287,2.132580724,standard,0.906086497,0.521749135
30.477485679,4.304093234,3.468180534,3.073414054,-0.687399239,2.140675080,-1.708677303,2.140675080,standard,0.907925893,0.514742816
30.547548865,4.234136197,3.474679540,3.024010570,-0.725295228,2.084000731,-1.943256545,2.084000731,standard,0.908800076,0.507736498
30.617612050,4.164593153,3.484736915,2.971356151,-0.773811742,2.017611846,-1.808355588,2.017611846,standard,0.909028667,0.500730179
